"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000264985",1.55662816186048,-1.55541558499476,1.08310669086251,-1.43606866998129,0.150982802048539,0.301555566967888
"ENSG00000264986",0.137315222400847,1.13856465800221,2.7878188692222,0.408406970256238,0.682974916955827,NA
"ENSG00000264990",0,NA,NA,NA,NA,NA
"ENSG00000264994",3.59487345688175,-0.0275007068876031,0.694700471038096,-0.0395864232631202,0.968422851621702,0.982493295132072
"ENSG00000264997",0.0172313295914544,0.34924621805692,2.96442323626952,0.117812535600151,0.906216196751384,NA
"ENSG00000265055",4.75341777557531,0.978983103247818,1.0034717926333,0.975596036116548,0.329264689634708,0.506043269595774
"ENSG00000265056",0.314010859295992,1.83044184819619,2.0907676887488,0.875487916733401,0.381308482005647,NA
"ENSG00000265057",0,NA,NA,NA,NA,NA
"ENSG00000265060",0,NA,NA,NA,NA,NA
"ENSG00000265061",0,NA,NA,NA,NA,NA
"ENSG00000265064",0,NA,NA,NA,NA,NA
"ENSG00000265069",1.70155886637262,-0.530160080939422,1.23838565986181,-0.428105797832463,0.668574095851378,0.79100026798112
"ENSG00000265073",0,0,0,0,1,NA
"ENSG00000265075",0,NA,NA,NA,NA,NA
"ENSG00000265078",1.21902873015474,1.17879865053735,0.722397343817023,1.63178707760578,0.102724348505124,0.22988305127718
"ENSG00000265083",0.145969439976391,-0.50685699581331,2.96415897801524,-0.170995213000584,0.864227529633267,NA
"ENSG00000265089",0,NA,NA,NA,NA,NA
"ENSG00000265091",1.94640519303266,-1.38011629600389,1.00791239642833,-1.36928199404484,0.170911144198503,0.326864262251152
"ENSG00000265092",0.0456841988493347,0.204977630600674,2.96442323626952,0.0691458723210594,0.94487350754798,NA
"ENSG00000265093",13.1486359249671,-1.28063108532116,0.56864043488246,-2.25209289871529,0.0243164019735427,0.0832615261907845
"ENSG00000265094",2.02249639731609,0.188485246766363,0.823560955028939,0.22886617634725,0.818972930216082,0.893449023837796
"ENSG00000265095",0.0264030487381517,0.349246920444647,2.96442323626952,0.117812772539236,0.906216009008795,NA
"ENSG00000265096",1.39685942851892,-2.56374886443957,1.07443880776145,-2.38612831733156,0.0170268089535329,0.0640445793749185
"ENSG00000265097",0,NA,NA,NA,NA,NA
